id_kabkota,kab_kota,prov,total_prod,loss_multi_nonclimate_rp25,loss_multi_nonclimate_rp50,loss_multi_nonclimate_rp100,loss_multi_nonclimate_rp250,loss_multi_climate_rp25,loss_multi_climate_rp50,loss_multi_climate_rp100,loss_multi_climate_rp250,aal_nonclimate_v2,aal_climate_v2
3520,Magetan,Jawa Timur,266699.9,1159503402315.2595,1244646562905.1897,1254447285589.2278,1267991934064.3735,1253803521954.4443,1266023585165.4558,1275997095928.4534,1295382343181.616,49176254289.89488,50804042166.72522
3521,Ngawi,Jawa Timur,755939.0,3551057465452.1,3798175063778.1006,3860951140133.6147,3939339553487.532,3835506832868.9424,3909518374202.0986,3968751173565.7324,4070297718347.608,150946186606.67416,157239937358.68005
3522,Bojonegoro,Jawa Timur,704288.9,2765759764199.4575,3005994352507.1333,3049263211380.6753,3106757337877.011,3040612718569.6377,3089189764421.974,3129867130187.4126,3201196249440.6147,118888919985.78606,124191284439.60959
3523,Tuban,Jawa Timur,498938.6,1921596534301.4932,2085390542888.9583,2109642020370.3481,2140700677604.871,2108069769109.748,2136730222479.6768,2159652198851.2952,2205093166360.3315,82358864392.54619,85844520783.62532
3524,Lamongan,Jawa Timur,903882.3,2981877469896.8667,3338347655716.9614,3370979277279.6035,3416404708763.155,3397405455850.3755,3436331999762.7197,3467353598508.85,3522532692546.66,130776656714.302,137915592190.84198
3525,Gresik,Jawa Timur,411242.2,1376778485901.4548,1545013998516.3909,1553881015654.5325,1567756231188.4302,1572478938865.951,1583342785220.393,1592503563621.6533,1612429960974.5715,60348336580.31569,63501969402.76063
3526,Bangkalan,Jawa Timur,198122.7,673345898961.6489,749720275698.4132,756527309913.9203,765647409631.9751,770481033685.1573,778489214094.802,784440865067.0096,797094261798.0994,29391013471.827877,31237335301.396378
3527,Sampang,Jawa Timur,172494.4,,,,,,,,,,
3528,Pamekasan,Jawa Timur,107648.7,393118076766.1625,431849819575.5246,437261326997.45325,444028075157.94653,449062142692.95746,455010988141.0104,459322544568.9204,468959734912.02795,17015215203.379745,18273084749.98029
3529,Sumenep,Jawa Timur,230581.3,,,,,,,,,,
3571,Kediri,Jawa Timur,10197.5,41979271911.09008,44791720792.99594,45013665748.3372,45316072594.16716,45618814943.37831,45761309883.36155,45946748867.613266,46384750542.41279,1768990365.1517076,1834875042.4220023
3572,Blitar,Jawa Timur,5212.13,,,,,,,,,,
3573,Malang,Jawa Timur,10771.15,,,,,,,,,,
3574,Probolinggo,Jawa Timur,8103.92,,,,,,,,,,
3575,Pasuruan,Jawa Timur,7293.69,,,,,,,,,,
3576,Mojokerto,Jawa Timur,5032.96,,,,,,,,,,
3577,Madiun,Jawa Timur,11453.92,,,,,,,,,,
3578,Surabaya,Jawa Timur,8117.31,,,,,,,,,,
3579,Batu,Jawa Timur,6762.57,,,,,,,,,,
3601,Pandeglang,Banten,553202.6,1274110279962.0332,1468764958623.8762,1491346352534.1812,1521133617992.0552,1494507927642.3875,1521459999667.8865,1543602612133.3276,1587443383814.7815,57351283325.19631,61227903855.212265
3602,Lebak,Banten,430413.6,1649725081535.6504,1752995844509.3804,1785703927462.2153,1823248005766.1353,1714866134160.5034,1754387773713.7053,1783891615152.932,1827988914772.6367,69840555943.05788,70531533271.94252
3603,Tangerang,Banten,289798.4,972174628705.3416,1117077122614.5112,1137418253873.2136,1163214360899.842,1094123234299.921,1115602641859.372,1133606567007.0654,1159721460554.0825,43719749683.55569,44862174730.82489
3604,Serang,Banten,446654.3,1491964567655.7676,1707729480657.1455,1740735751262.7693,1777312032635.2957,1683209659211.1938,1720134578878.9822,1746675248790.612,1796994354678.622,66902658124.96408,69186477748.37193
3671,Tangerang,Banten,3424.91,,,,,,,,,,
3672,Cilegon,Banten,9101.37,,,,,,,,,,
3673,Serang,Banten,55987.47,169713130058.7401,202200321564.002,203715985953.5599,205737321397.01474,197723105914.02072,200007902129.4715,201639934983.37372,204192795195.29248,7800025261.455013,8019818637.316316
3674,Tangerang Selatan,Banten,0.0,,,,,,,,,,
5101,Jembrana,Bali,,,,,,,,,,,
5102,Tabanan,Bali,,,,,,,,,,,
5103,Badung,Bali,,,,,,,,,,,
5104,Gianyar,Bali,,,,,,,,,,,
5105,Klungkung,Bali,,,,,,,,,,,
5106,Bangli,Bali,,,,,,,,,,,
5107,Karangasem,Bali,,,,,,,,,,,
5108,Buleleng,Bali,,,,,,,,,,,
5171,Kota Denpasar,Bali,,,,,,,,,,,
5201,Lombok Barat,Nusa Tenggara Barat,,,,,,,,,,,
5202,Lombok Tengah,Nusa Tenggara Barat,,,,,,,,,,,
5203,Lombok Timur,Nusa Tenggara Barat,,,,,,,,,,,
5204,Sumbawa,Nusa Tenggara Barat,,,,,,,,,,,
5205,Dompu,Nusa Tenggara Barat,,,,,,,,,,,
5206,Bima,Nusa Tenggara Barat,,,,,,,,,,,
5207,Sumbawa Barat,Nusa Tenggara Barat,,,,,,,,,,,
5208,Lombok Utara,Nusa Tenggara Barat,,,,,,,,,,,
5271,Kota Mataram,Nusa Tenggara Barat,,,,,,,,,,,
5272,Kota Bima,Nusa Tenggara Barat,,,,,,,,,,,
5301,Sumba Barat,Nusa Tenggara Timur,30180.24,,,,,,,,,,
5302,Sumba Timur,Nusa Tenggara Timur,52283.93,,,,,,,,,,
5303,Kupang,Nusa Tenggara Timur,61254.96,,,,,,,,,,
5304,Timor Tengah Selatan,Nusa Tenggara Timur,15615.68,,,,,,,,,,
5305,Timor Tengah Utara,Nusa Tenggara Timur,25924.14,,,,,,,,,,
5306,Belu,Nusa Tenggara Timur,23238.92,,,,,,,,,,
5307,Alor,Nusa Tenggara Timur,3555.68,,,,,,,,,,
5308,Lembata,Nusa Tenggara Timur,201.09,,,,,,,,,,
5309,Flores Timur,Nusa Tenggara Timur,7516.59,,,,,,,,,,
5310,Sikka,Nusa Tenggara Timur,11345.98,,,,,,,,,,
5311,Ende,Nusa Tenggara Timur,21881.53,,,,,,,,,,
5312,Ngada,Nusa Tenggara Timur,48062.41,,,,,,,,,,
5313,Manggarai,Nusa Tenggara Timur,88358.88,,,,,,,,,,
5314,Rote Ndao,Nusa Tenggara Timur,28835.23,,,,,,,,,,
5315,Manggarai Barat,Nusa Tenggara Timur,124086.7,,,,,,,,,,
5316,Nagekeo,Nusa Tenggara Timur,27527.08,,,,,,,,,,
5317,Sumba Tengah,Nusa Tenggara Timur,24187.39,,,,,,,,,,
5318,Sumba Barat Daya,Nusa Tenggara Timur,49435.23,,,,,,,,,,
5319,Manggarai Timur,Nusa Tenggara Timur,77979.11,,,,,,,,,,
5320,Sabu Raijua,Nusa Tenggara Timur,7204.79,,,,,,,,,,
5321,Malaka,Nusa Tenggara Timur,25806.1,,,,,,,,,,
5371,Kupang,Nusa Tenggara Timur,1568.24,,,,,,,,,,
6101,Sambas,Kalimantan Barat,176541.14,,,,,,,,,,
6102,Mempawah,Kalimantan Barat,50190.35,,,,,,,,,,
6103,Sanggau,Kalimantan Barat,64116.98,,,,,,,,,,
6104,Ketapang,Kalimantan Barat,105650.43,,,,,,,,,,
6105,Sintang,Kalimantan Barat,31303.8,,,,,,,,,,
6106,Kapuas Hulu,Kalimantan Barat,15174.03,,,,,,,,,,
6107,Bengkayang,Kalimantan Barat,32340.73,,,,,,,,,,
6108,Landak,Kalimantan Barat,93452.27,,,,,,,,,,
6109,Sekadau,Kalimantan Barat,29270.04,,,,,,,,,,
6110,Melawi,Kalimantan Barat,7952.03,,,,,,,,,,
6111,Kayong Utara,Kalimantan Barat,42280.23,,,,,,,,,,
6112,Kubu Raya,Kalimantan Barat,70329.98,,,,,,,,,,
6171,Pontianak,Kalimantan Barat,457.53,,,,,,,,,,
6172,Singkawang,Kalimantan Barat,12166.26,,,,,,,,,,
6201,Kotawaringin Barat,Kalimantan Tengah,330.44,,,,,,,,,,
6202,Kotawaringin Timur,Kalimantan Tengah,29160.84,,,,,,,,,,
6203,Kapuas,Kalimantan Tengah,153060.04,,,,,,,,,,
6204,Barito Selatan,Kalimantan Tengah,6170.98,,,,,,,,,,
6205,Barito Utara,Kalimantan Tengah,8092.07,,,,,,,,,,
6206,Katingan,Kalimantan Tengah,30994.22,,,,,,,,,,
6207,Seruyan,Kalimantan Tengah,6897.39,,,,,,,,,,
6208,Sukamara,Kalimantan Tengah,2091.58,,,,,,,,,,
6209,Lamandau,Kalimantan Tengah,894.55,,,,,,,,,,
6210,Gunung Mas,Kalimantan Tengah,568.9,,,,,,,,,,
6211,Pulang Pisau,Kalimantan Tengah,85923.18,,,,,,,,,,
6212,Murung Raya,Kalimantan Tengah,2184.04,,,,,,,,,,
6213,Barito Timur,Kalimantan Tengah,17525.59,,,,,,,,,,
6271,Palangkaraya,Kalimantan Tengah,24.93,,,,,,,,,,
6301,Tanah Laut,Kalimantan Selatan,73487.24,,,,,,,,,,
6302,Kotabaru,Kalimantan Selatan,17609.79,,,,,,,,,,
6303,Banjar,Kalimantan Selatan,129050.5,,,,,,,,,,
6304,Barito Kuala,Kalimantan Selatan,186867.79,,,,,,,,,,
6305,Tapin,Kalimantan Selatan,101228.04,,,,,,,,,,
6306,Hulu Sungai Selatan,Kalimantan Selatan,58463.58,,,,,,,,,,
6307,Hulu Sungai Tengah,Kalimantan Selatan,109758.31,,,,,,,,,,
6308,Hulu Sungai Utara,Kalimantan Selatan,25622.89,,,,,,,,,,
6309,Tabalong,Kalimantan Selatan,54341.6,,,,,,,,,,
6310,Tanah Bumbu,Kalimantan Selatan,39429.0,,,,,,,,,,
6311,Balangan,Kalimantan Selatan,15548.9,,,,,,,,,,
6371,Banjarmasin,Kalimantan Selatan,4932.7,,,,,,,,,,
6372,Banjarbaru,Kalimantan Selatan,3078.86,,,,,,,,,,
6401,Paser,Kalimantan Timur,48202.66,,,,,,,,,,
6402,Kutai Kartanegara,Kalimantan Timur,105025.7,,,,,,,,,,
6403,Berau,Kalimantan Timur,21135.98,,,,,,,,,,
6407,Kutai Barat,Kalimantan Timur,1284.77,,,,,,,,,,
6408,Kutai Timur,Kalimantan Timur,12076.25,,,,,,,,,,
6409,Penajam Paser Utara,Kalimantan Timur,45160.69,,,,,,,,,,
6411,Mahakam Ulu,Kalimantan Timur,489.42,,,,,,,,,,
6471,Balikpapan,Kalimantan Timur,302.1,,,,,,,,,,
6472,Samarinda,Kalimantan Timur,5492.34,,,,,,,,,,
6474,Bontang,Kalimantan Timur,255.43,,,,,,,,,,
6501,Bulungan,Kalimantan Utara,11626.22,,,,,,,,,,
6502,Malinau,Kalimantan Utara,5333.52,,,,,,,,,,
6503,Nunukan,Kalimantan Utara,12945.28,,,,,,,,,,
6504,Tana Tidung,Kalimantan Utara,566.97,,,,,,,,,,
6571,Tarakan,Kalimantan Utara,61.6,,,,,,,,,,
7101,Bolaang Mongondow,Sulawesi Utara,132488.55,,,,,,,,,,
7102,Minahasa,Sulawesi Utara,34801.54,,,,,,,,,,
7103,Kepulauan Sangihe,Sulawesi Utara,0.0,,,,,,,,,,
7104,Kepulauan Talaud,Sulawesi Utara,0.0,,,,,,,,,,
7105,Minahasa Selatan,Sulawesi Utara,13010.03,,,,,,,,,,
7105/7110,Minahasa Selatan/Bolaang Mongondwo Timur,Sulawesi Utara,,,,,,,,,,,
7106,Minahasa Utara,Sulawesi Utara,5506.58,,,,,,,,,,
7107,Minahasa Tenggara,Sulawesi Utara,7355.5,,,,,,,,,,
7108,Bolaang Mongondow Utara,Sulawesi Utara,18031.28,,,,,,,,,,
7109,Kepulauan Siau Tagulandang Biaro (Sitaro),Sulawesi Utara,0.0,,,,,,,,,,
7110,Bolaang Mongondow Timur,Sulawesi Utara,3831.66,,,,,,,,,,
7111,Bolaang Mongondow Selatan,Sulawesi Utara,7578.19,,,,,,,,,,
7171,Manado,Sulawesi Utara,0.0,,,,,,,,,,
7172,Bitung,Sulawesi Utara,233.62,,,,,,,,,,
7173,Tomohon,Sulawesi Utara,2399.3,,,,,,,,,,
7174,Kotamobagu,Sulawesi Utara,18494.03,,,,,,,,,,
7201,Banggai,Selawesi Tengah,141013.22,,,,,,,,,,
7202,Poso,Selawesi Tengah,77879.42,,,,,,,,,,
7203,Donggala,Selawesi Tengah,57266.29,,,,,,,,,,
7204,Toli Toli,Selawesi Tengah,57937.49,,,,,,,,,,
7205,Buol,Selawesi Tengah,16798.44,,,,,,,,,,
7206,Morowali,Selawesi Tengah,35483.73,,,,,,,,,,
7207,Banggai Kepulauan,Selawesi Tengah,992.99,,,,,,,,,,
7208,Parigi Moutong,Selawesi Tengah,245039.66,,,,,,,,,,
7209,Tojo Una Una,Selawesi Tengah,5677.34,,,,,,,,,,
7210,Sigi,Selawesi Tengah,80066.14,,,,,,,,,,
7211,Banggai Laut,Selawesi Tengah,0.0,,,,,,,,,,
7212,Morowali Utara,Selawesi Tengah,25365.23,,,,,,,,,,
7271,Palu,Selawesi Tengah,888.75,,,,,,,,,,
7301,Kepulauan Selayar,Sulawesi Selatan,6710.53,,,,,,,,,,
7302,Bulukumba,Sulawesi Selatan,208838.17,,,,,,,,,,
7303,Bantaeng,Sulawesi Selatan,56206.03,,,,,,,,,,
7304,Jeneponto,Sulawesi Selatan,127923.41,,,,,,,,,,
7305,Takalar,Sulawesi Selatan,112369.69,,,,,,,,,,
7306,Gowa,Sulawesi Selatan,231035.1,,,,,,,,,,
7307,Sinjai,Sulawesi Selatan,103063.58,,,,,,,,,,
7308,Bone,Sulawesi Selatan,915978.89,,,,,,,,,,
7309,Maros,Sulawesi Selatan,196087.49,,,,,,,,,,
7310,Pangkajene Kepulauan,Sulawesi Selatan,118394.01,,,,,,,,,,
7311,Barru,Sulawesi Selatan,144793.92,,,,,,,,,,
7312,Soppeng,Sulawesi Selatan,292200.18,,,,,,,,,,
7313,Wajo,Sulawesi Selatan,797933.74,,,,,,,,,,
7314,Sidenreng Rappang,Sulawesi Selatan,535315.55,,,,,,,,,,
7315,Pinrang,Sulawesi Selatan,548084.63,,,,,,,,,,
7316,Enrekang,Sulawesi Selatan,40316.69,,,,,,,,,,
7317,Luwu,Sulawesi Selatan,277364.84,,,,,,,,,,
7318,Tana Toraja,Sulawesi Selatan,82973.84,,,,,,,,,,
7322,Luwu Utara,Sulawesi Selatan,208866.69,,,,,,,,,,
7324,Luwu Timur,Sulawesi Selatan,219608.6,,,,,,,,,,
7326,Toraja Utara,Sulawesi Selatan,101859.8,,,,,,,,,,
7371,Makassar,Sulawesi Selatan,12788.19,,,,,,,,,,
7372,Pare Pare,Sulawesi Selatan,4649.39,,,,,,,,,,
7373,Palopo,Sulawesi Selatan,16806.41,,,,,,,,,,
7401,Kolaka,Sulawesi Tenggara,51063.36,,,,,,,,,,
7402,Konawe,Sulawesi Tenggara,132209.2,,,,,,,,,,
7403,Muna,Sulawesi Tenggara,1769.58,,,,,,,,,,
7403,Muna,Sulawesi Tenggara,1769.58,,,,,,,,,,
7403,Muna,Sulawesi Tenggara,1769.58,,,,,,,,,,
7403,Muna,Sulawesi Tenggara,1769.58,,,,,,,,,,
7404,Buton,Sulawesi Tenggara,5852.1,,,,,,,,,,
7404,Buton,Sulawesi Tenggara,5852.1,,,,,,,,,,
7404,Buton,Sulawesi Tenggara,5852.1,,,,,,,,,,
7404,Buton,Sulawesi Tenggara,5852.1,,,,,,,,,,
7405,Konawe Selatan,Sulawesi Tenggara,88805.39,,,,,,,,,,
7406,Bombana,Sulawesi Tenggara,76588.65,,,,,,,,,,
7407,Wakatobi,Sulawesi Tenggara,0.0,,,,,,,,,,
7407,Wakatobi,Sulawesi Tenggara,0.0,,,,,,,,,,
7407,Wakatobi,Sulawesi Tenggara,0.0,,,,,,,,,,
7407,Wakatobi,Sulawesi Tenggara,0.0,,,,,,,,,,
7407,Wakatobi,Sulawesi Tenggara,0.0,,,,,,,,,,
7407,Wakatobi,Sulawesi Tenggara,0.0,,,,,,,,,,
7407,Wakatobi,Sulawesi Tenggara,0.0,,,,,,,,,,
7407,Wakatobi,Sulawesi Tenggara,0.0,,,,,,,,,,
7407,Wakatobi,Sulawesi Tenggara,0.0,,,,,,,,,,
7408,Kolaka Utara,Sulawesi Tenggara,5125.64,,,,,,,,,,
7409,Konawe Utara,Sulawesi Tenggara,8952.07,,,,,,,,,,
7410,Buton Utara,Sulawesi Tenggara,2862.39,,,,,,,,,,
7410,Buton Utara,Sulawesi Tenggara,2862.39,,,,,,,,,,
7410,Buton Utara,Sulawesi Tenggara,2862.39,,,,,,,,,,
7410,Buton Utara,Sulawesi Tenggara,2862.39,,,,,,,,,,
7411,Kolaka Timur,Sulawesi Tenggara,88994.39,,,,,,,,,,
7412,Konawe Kepulauan,Sulawesi Tenggara,492.54,,,,,,,,,,
7413,Muna Barat,Sulawesi Tenggara,5387.73,,,,,,,,,,
7413,Muna Barat,Sulawesi Tenggara,5387.73,,,,,,,,,,
7413,Muna Barat,Sulawesi Tenggara,5387.73,,,,,,,,,,
7413,Muna Barat,Sulawesi Tenggara,5387.73,,,,,,,,,,
7414,Buton Tengah,Sulawesi Tenggara,25.29,,,,,,,,,,
7415,Buton Selatan,Sulawesi Tenggara,0.0,,,,,,,,,,
7471,Kendari,Sulawesi Tenggara,2329.73,,,,,,,,,,
7472,Bau Bau,Sulawesi Tenggara,8499.94,,,,,,,,,,
7501,Gorontalo,Gorontalo,128971.46,,,,,,,,,,
7502,Boalemo,Gorontalo,29663.64,,,,,,,,,,
7503,Bone Bolango,Gorontalo,17790.18,,,,,,,,,,
7504,Pahuwato,Gorontalo,27409.27,,,,,,,,,,
7505,Gorontalo Utara,Gorontalo,26667.8,,,,,,,,,,
7571,Gorontalo,Gorontalo,9632.18,,,,,,,,,,
7601,Pasangkayu (Mamuju Utara),Sulawesi Barat,2925.23,,,,,,,,,,
7602,Mamuju,Sulawesi Barat,70325.79,,,,,,,,,,
7603,Mamasa,Sulawesi Barat,48965.06,,,,,,,,,,
7604,Polewali Mandar,Sulawesi Barat,199665.24,,,,,,,,,,
7605,Majene,Sulawesi Barat,5643.12,,,,,,,,,,
7606,Mamuju Tengah,Sulawesi Barat,25988.85,,,,,,,,,,
8101,Maluku Tengah,Maluku,33435.21,,,,,,,,,,
8102,Maluku Tenggara,Maluku,0.0,,,,,,,,,,
8103,Kepulauan Tanimbar (Maluku Tenggara Barat),Maluku,293.5,,,,,,,,,,
8104,Buru,Maluku,45450.84,,,,,,,,,,
8105,Seram Bagian Timur,Maluku,10085.35,,,,,,,,,,
8106,Seram Bagian Barat,Maluku,3335.63,,,,,,,,,,
8107,Kepulauan Aru,Maluku,0.0,,,,,,,,,,
8108,Maluku Barat Daya,Maluku,0.0,,,,,,,,,,
8109,Buru Selatan,Maluku,0.0,,,,,,,,,,
8171,Ambon,Maluku,0.0,,,,,,,,,,
8172,Tual,Maluku,0.53,,,,,,,,,,
8201,Halmahera Barat,Maluku Utara,226.18,,,,,,,,,,
8202,Halmahera Tengah,Maluku Utara,103.47,,,,,,,,,,
8203,Halmahera Utara,Maluku Utara,6893.28,,,,,,,,,,
8204,Halmahera Selatan,Maluku Utara,121.88,,,,,,,,,,
8205,Kepulauan Sula,Maluku Utara,16.63,,,,,,,,,,
8206,Halmahera Timur,Maluku Utara,15285.65,,,,,,,,,,
8207,Pulau Morotai,Maluku Utara,1838.94,,,,,,,,,,
8208,Pulau Taliabu,Maluku Utara,0.0,,,,,,,,,,
8271,Ternate,Maluku Utara,0.0,,,,,,,,,,
8272,Tidore Kepulauan,Maluku Utara,0.0,,,,,,,,,,
9103,Jayapura,Papua,1395.07,,,,,,,,,,
9105,Kepulauan Yapen,Papua,0.0,,,,,,,,,,
9106,Biak Numfor,Papua,0.0,,,,,,,,,,
9110,Sarmi,Papua,57.72,,,,,,,,,,
9111,Keerom,Papua,124.8,,,,,,,,,,
9115,Waropen,Papua,37.7,,,,,,,,,,
9119,Supiori,Papua,0.0,,,,,,,,,,
9120,Mamberamo Raya,Papua,0.0,,,,,,,,,,
9171,Jayapura,Papua,1260.48,,,,,,,,,,
9202,Manokwari,Papua Barat,15545.55,,,,,,,,,,
9203,Fak Fak,Papua Barat,48.97,,,,,,,,,,
9206,Teluk Bintuni,Papua Barat,422.2,,,,,,,,,,
9207,Teluk Wondama,Papua Barat,0.0,,,,,,,,,,
9208,Kaimana,Papua Barat,0.0,,,,,,,,,,
9211,Manokwari Selatan,Papua Barat,4928.0,,,,,,,,,,
9212,Pegunungan Arfak,Papua Barat,0.0,,,,,,,,,,
9301,Merauke,Papua Selatan,0.0,,,,,,,,,,
9302,Boven Digoel,Papua Selatan,0.0,,,,,,,,,,
9303,Mappi,Papua Selatan,0.0,,,,,,,,,,
9304,Asmat,Papua Selatan,0.0,,,,,,,,,,
9401,Nabire,Papua Tengah,0.0,,,,,,,,,,
9402,Puncak Jaya,Papua Tengah,0.0,,,,,,,,,,
9403,Paniai,Papua Tengah,0.0,,,,,,,,,,
9404,Mimika,Papua Tengah,0.0,,,,,,,,,,
9405,Puncak,Papua Tengah,0.0,,,,,,,,,,
9406,Dogiyai,Papua Tengah,0.0,,,,,,,,,,
9407,Intan Jaya,Papua Tengah,0.0,,,,,,,,,,
9408,Deiyai,Papua Tengah,0.0,,,,,,,,,,
9501,Jayawijaya,Papua Pegunungan,0.0,,,,,,,,,,
9502,Pegunungan Bintang,Papua Pegunungan,0.0,,,,,,,,,,
9503,Yahukimo,Papua Pegunungan,0.0,,,,,,,,,,
9504,Tolikara,Papua Pegunungan,0.0,,,,,,,,,,
9505,Mamberamo Tengah,Papua Pegunungan,0.0,,,,,,,,,,
9506,Yalimo,Papua Pegunungan,0.0,,,,,,,,,,
9507,Lanny Jaya,Papua Pegunungan,0.0,,,,,,,,,,
9508,Nduga,Papua Pegunungan,0.0,,,,,,,,,,
9601,Sorong,Papua Barat Daya,0.0,,,,,,,,,,
9602,Sorong Selatan,Papua Barat Daya,,,,,,,,,,,
9603,Raja Ampat,Papua Barat Daya,,,,,,,,,,,
9604,Sorong Selatan,Papua Barat Daya,0.0,,,,,,,,,,
9605,Raja Ampat,Papua Barat Daya,0.0,,,,,,,,,,
9671,Sorong,Papua Barat Daya,0.0,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
,,Maluku,,,,,,,,,,,
,,Maluku,,,,,,,,,,,
,,Maluku,,,,,,,,,,,
,,Maluku,,,,,,,,,,,
,,Maluku,,,,,,,,,,,
